time,Jag 10 set,Jag 10 voltage,Jag 10 current,Jag 9 set,Jag 9 voltage,Jag 9 current,intake,Jag 5 set,Jag 5 voltage,Jag 5 current,Jag 4 set,Jag 4 voltage,Jag 4 current,Jag 3 set,Jag 3 voltage,Jag 3 current,Jag 2 set,Jag 2 voltage,Jag 2 current,Max speed,Left Set,Left actual,Right Set,Right actual,,camera frames,camera target distance,camera target horizontal,camera targets found
4.559927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36973140302885660000000000000.000000,-36973140302885660000000000000.000000,0.000000,-36973140302885660000000000000.000000,0.000000,0,0.000000,0.000000,0
5.203052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36973140302885660000000000000.000000,-36973140302885660000000000000.000000,0.000000,-36973140302885660000000000000.000000,0.000000,0,0.000000,0.000000,0
5.492067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36973140302885660000000000000.000000,-36973140302885660000000000000.000000,0.000000,-36973140302885660000000000000.000000,0.000000,0,0.000000,0.000000,0
5.640092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36973140302885660000000000000.000000,-36973140302885660000000000000.000000,0.000000,-36973140302885660000000000000.000000,0.000000,1,0.000000,0.000000,0
6.254229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,-0.001390,0.000000,0.000463,-0.403877,1,0.000000,0.000000,0
6.785567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,-0.001390,0.000000,0.000463,0.000000,1,0.000000,0.000000,0
7.090508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,-0.001390,0.000000,0.000463,0.000000,2,0.000000,0.000000,0
7.208731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,-0.015450,0.000000,0.005150,0.000000,2,0.000000,0.000000,0
8.323635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,-0.015450,0.000000,0.005150,0.000000,2,0.000000,0.000000,0
8.617564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,-0.015450,0.000000,0.005150,0.000000,3,0.000000,0.000000,0
8.737561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,-0.015450,0.000000,0.005150,0.000000,3,0.000000,0.000000,0
9.324851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.957732,10.468750,7.296875,0.957732,10.503906,8.214844,-1.000031,-10.968750,5.851563,-1.000031,-11.039063,8.871094,100.000000,-100.000000,-4.366812,-100.000000,2.395210,3,0.000000,0.000000,0
9.796954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1.000000,11.210938,5.984375,1.000000,11.210938,7.164063,-1.000031,-11.074219,4.277344,-1.000031,-11.144531,7.425781,100.000000,-100.000000,-4.395604,-100.000000,3.623188,3,0.000000,0.000000,0
10.104577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1.000000,11.175781,6.113281,1.000000,11.175781,6.902344,-1.000031,-11.214844,4.667969,-1.000031,-11.179688,7.425781,100.000000,-100.000000,-4.464286,-100.000000,4.395604,4,0.000000,0.000000,0
10.224522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1.000000,11.175781,6.246094,1.000000,11.175781,7.296875,-1.000031,-11.039063,5.457031,-1.000031,-11.144531,6.902344,100.000000,-100.000000,-4.494382,-100.000000,3.623188,4,0.000000,0.000000,0
11.275942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.484512,5.535156,9.003906,0.570574,6.375000,9.660156,-0.464156,-5.238281,7.691406,-0.464156,-5.289063,8.476563,9.000000,-9.000000,-4.366812,-9.000000,2.239642,4,0.000000,0.000000,0
11.619193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.596179,6.746094,7.164063,0.596179,6.683594,8.214844,-0.468276,-5.265625,7.031250,-0.466506,-5.363281,8.214844,9.000000,-9.000000,-4.434590,-9.000000,0.358230,5,0.000000,0.000000,0
12.318297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.563921,6.058594,6.113281,0.535386,6.113281,7.296875,-0.466872,-5.304688,7.164063,-0.464431,-5.292969,8.347656,9.000000,-9.000000,-4.366812,-9.000000,5.181347,5,0.000000,0.000000,0
